,30min_Coin1,30min_Coin2,30min_Score,30min_P-Value,30min_OLS-Constant,30min_OLS-Coefficient,30min_R-squared,30min_Adjusted-R-squared
69,ADAUSDT,TRXUSDT,-1.5451599706928736,0.7434710983863505,0.054366147039859064,3.8299157314064525,0.5195580676697537,0.5195397672114316
70,XRPUSDT,EOSUSDT,-3.211485264052216,0.06802799773818086,0.6271657765281489,-0.12417588078518489,0.07471816634500084,0.07468292154122014
71,XRPUSDT,TUSDUSDT,-2.9223119461192435,0.12984575791795694,0.5110307725518293,0.01436124432070409,0.002861912836441549,0.002823930964382715
72,XRPUSDT,IOTAUSDT,-2.76958864527408,0.17555292954796364,0.4253441519589887,0.45508235116003953,0.07031929442057716,0.07028388205987257
73,XRPUSDT,XLMUSDT,-3.5006574080848973,0.032337155085958406,0.05211921348099287,4.3025976123208585,0.799310870927804,0.7993032265012976
74,XRPUSDT,ONTUSDT,-2.7299778969137574,0.1889825092469012,0.4380920760555231,0.361995470317105,0.05785519884228629,0.057819311713152244
75,XRPUSDT,TRXUSDT,-2.79071752289073,0.1686560412108431,0.3429267794529153,1.9605408462905165,0.26646202720760503,0.26643408609714947
76,EOSUSDT,TUSDUSDT,-2.0252515277987424,0.5154293928970942,0.7469884608095256,0.10050209469710895,0.028924827741246828,0.028887838628678497
77,EOSUSDT,IOTAUSDT,-1.8474016573919683,0.6064250043003672,0.3974983620501275,2.025377365995339,0.28744497154960014,0.2874178296980613
78,EOSUSDT,XLMUSDT,-2.1902955721475394,0.42937338723357077,1.0912906425419637,-2.343522583974699,0.04893739357169535,0.04890116675546763
79,EOSUSDT,ONTUSDT,-1.6992177151769605,0.6772620715896491,0.4894767505146729,1.4617805741021002,0.19469230346076183,0.19466162857802316
80,EOSUSDT,TRXUSDT,-2.17489892756144,0.43734282824217413,1.027187175191609,-2.0914050495103265,0.06257604850635201,0.06254034119855889
81,TUSDUSDT,IOTAUSDT,-0.42294850279787743,0.9693862315569858,0.8205641705049251,0.23346633446157639,0.001333738802544171,0.0012956987209841175
82,TUSDUSDT,XLMUSDT,-0.5673947036826242,0.9591727318312763,0.6564659406812031,1.9574822085101644,0.01192278305190908,0.011885146316414241
83,TUSDUSDT,ONTUSDT,-0.2989233122590125,0.9759313056044906,1.406559399279371,-2.269161410512531,0.1638304543219441,0.16379860388406364
84,TUSDUSDT,TRXUSDT,-1.026192704994593,0.8977658621250337,1.4363743744540565,-6.137791815231065,0.18820691849893922,0.18817599658214879
85,IOTAUSDT,XLMUSDT,-2.091106713010441,0.48101675119359805,0.11597457732557603,0.9108486444238627,0.10549992974429478,0.10546585744511927
86,IOTAUSDT,ONTUSDT,-2.9688919397597737,0.11778628648027634,0.0651885522944839,0.6379528302425405,0.5291986615536517,0.5291807283140811
87,IOTAUSDT,TRXUSDT,-2.1623981232646123,0.4438301479870821,0.10769195434698192,1.1732177886477004,0.2810258682476058,0.28099848188674226
88,XLMUSDT,ONTUSDT,-2.5685587758779214,0.2496972963320806,0.0902027323951086,0.082033731740183,0.06881241481871292,0.06877694505963095
89,XLMUSDT,TRXUSDT,-2.507858750479891,0.27561411901752597,0.07332824744941663,0.39336315783371584,0.24843721116666817,0.24840858347502026
90,ONTUSDT,TRXUSDT,-3.061623385077465,0.09627377368385959,0.09330046938015644,1.5494696022468257,0.376975860184124,0.3769521286433548
